taco
brokerage,sic_codes,company_name,company_number,jurisdiction,last_full_members_list_date,date_of_creation,type,status,undeliverable_registered_office_address,has_been_liquidated,etag,has_insolvency_history,company_status,has_charges,registered_office_is_in_dispute,has_super_secure_pscs,can_file,registered_office_address.region,registered_office_address.postal_code,registered_office_address.locality,registered_office_address.address_line_1,accounts.next_accounts.period_end_on,accounts.next_accounts.due_on,accounts.next_accounts.overdue,accounts.next_accounts.period_start_on,accounts.last_accounts.made_up_to,accounts.last_accounts.type,accounts.last_accounts.period_start_on,accounts.last_accounts.period_end_on,accounts.next_due,accounts.next_made_up_to,accounts.accounting_reference_date.day,accounts.accounting_reference_date.month,accounts.overdue,confirmation_statement.next_made_up_to,confirmation_statement.overdue,confirmation_statement.last_made_up_to,confirmation_statement.next_due,links.self,links.filing_history,links.officers,links.persons_with_significant_control,registered_office_address.country,previous_company_names,registered_office_address.address_line_2,links.charges,links.persons_with_significant_control_statements,date_of_cessation,links.insolvency,branch_company_details.parent_company_name,branch_company_details.parent_company_number,branch_company_details.business_activity,links.overseas,external_registration_number,links.uk_establishments,foreign_company_details.accounts.must_file_within.months,foreign_company_details.accounts.account_period_to.day,foreign_company_details.accounts.account_period_to.month,foreign_company_details.accounts.account_period_from.day,foreign_company_details.accounts.account_period_from.month,foreign_company_details.accounting_requirement.foreign_account_type,foreign_company_details.accounting_requirement.terms_of_account_publication,foreign_company_details.governed_by,foreign_company_details.legal_form,foreign_company_details.originating_registry.country,foreign_company_details.originating_registry.name,foreign_company_details.business_activity,foreign_company_details.registration_number,foreign_company_details.is_a_credit_financial_institution,annual_return.last_made_up_to,links.registers,registered_office_address.care_of,super_secure_managing_officer_count,service_address.address_line_1,service_address.locality,service_address.postal_code,service_address.region,service_address.country,service_address.address_line_2,company_status_detail,partial_data_available
Arthur J Gallagher Services (UK) Ltd,['66220'],ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,SC108909,scotland,2016-01-16,1988-01-26,ltd,,FALSE,FALSE,ade3832e1a81f789d9a78dd57975599178e93ce6,FALSE,active,TRUE,FALSE,FALSE,TRUE,Scotland,G2 7AT,Glasgow,Spectrum Building,2023-12-31,2024-09-30,FALSE,2023-01-01,2022-12-31,full,2022-01-01,2022-12-31,2024-09-30,2023-12-31,31,12,FALSE,2024-01-16,FALSE,2023-01-16,2024-01-30,/company/SC108909,/company/SC108909/filing-history,/company/SC108909/officers,/company/SC108909/persons-with-significant-control,Scotland,"[{'effective_from': '1995-08-15', 'name': 'GILES INSURANCE BROKERS LIMITED', 'ceased_on': '2014-05-06'}, {'effective_from': '1988-03-24', 'name': 'GILES INSURANCE SERVICES LIMITED', 'ceased_on': '1995-08-15'}, {'name': 'SKILLPLEDGE LIMITED', 'ceased_on': '1988-03-24', 'effective_from': '1988-01-26'}]",55 Blythswood Street,/company/SC108909/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsh Commercial (Bristol),['65120'],MARSH & COMPANY INSURANCE BROKERS LIMITED,3028313,england-wales,2016-03-01,1995-03-02,ltd,active,FALSE,FALSE,525a014af7ce0b11c6035129b4d666076feaa876,FALSE,active,TRUE,FALSE,FALSE,TRUE,,LE1 6XF,Leicester,Lancelot House,2022-08-31,2023-08-31,FALSE,2021-09-01,2021-08-31,total-exemption-full,2020-09-01,2021-08-31,2023-08-31,2022-08-31,31,8,FALSE,2023-07-09,FALSE,2022-07-09,2023-07-23,/company/03028313,/company/03028313/filing-history,/company/03028313/officers,/company/03028313/persons-with-significant-control,,"[{'effective_from': '1995-03-02', 'name': 'MONHURST LIMITED', 'ceased_on': '1995-09-01'}]",1-3 Upper King Street,/company/03028313/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIBL re Finch Commercial Insurance Brokers Limited (Reading),['82990'],FINCH COMMERCIAL INSURANCE BROKERS LTD,4251300,england-wales,2015-07-12,2001-07-12,ltd,active,FALSE,FALSE,50127762deca4b69d1af5fae2939558215fea8a9,FALSE,active,TRUE,FALSE,FALSE,TRUE,Berkshire,RG5 3JP,Reading,53a Crockhamwell Road,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,full,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-07-01,FALSE,2022-07-01,2023-07-15,/company/04251300,/company/04251300/filing-history,/company/04251300/officers,/company/04251300/persons-with-significant-control,United Kingdom,"[{'name': 'FINCH COMMERCIAL LTD', 'ceased_on': '2003-02-27', 'effective_from': '2001-07-12'}]",Woodley,/company/04251300/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M & N Insurance Services Ltd (Advantage),,"TOKIO MARINE & NICHIDO FIRE INSURANCE CO., LTD. LONDON BRANCH",BR023462,,,2021-03-01,uk-establishment,,,,469c1422f27637581aa25556e9a6df8ad269208a,,closed,,,FALSE,FALSE,,EC3M 4AJ,London,C/O Resolute Management Limited 4th Floor 8 Fenchurch Place,,,,,,,,,,,,,,,,,,/company/BR023462,,,,,,,,,,,"TOKIO MARINE & NICHIDO FIRE INSURANCE CO., LTD.",FC000186,Reinsurance,/company/FC000186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J M Glendinning (Insurance Brokers) Ltd (Guiseley),['65120'],J.M. GLENDINNING (INSURANCE BROKERS) CORPORATE LIMITED,8814614,england-wales,2015-12-13,2013-12-13,ltd,active,FALSE,FALSE,f7127366fc85ec549598d2bff47891ed7830dd05,FALSE,active,TRUE,FALSE,FALSE,TRUE,,LS20 9LT,Leeds,Elmwood House Ghyll Royd,2023-03-31,2023-12-31,FALSE,2022-04-01,2022-03-31,audit-exemption-subsidiary,2021-04-01,2022-03-31,2023-12-31,2023-03-31,31,3,FALSE,2023-12-13,FALSE,2022-12-13,2023-12-27,/company/08814614,/company/08814614/filing-history,/company/08814614/officers,/company/08814614/persons-with-significant-control,,"[{'ceased_on': '2015-02-25', 'name': 'J.M. GLENDINNING (INSURANCE BROKERS) MIDLANDS LIMITED', 'effective_from': '2014-01-08'}, {'ceased_on': '2014-01-08', 'effective_from': '2013-12-13', 'name': 'GWECO 611 LIMITED'}]",Guiseley,/company/08814614/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Towergate (London North),['64205'],ARDONAGH ADVISORY HOLDINGS LIMITED,11550030,england-wales,,2018-09-03,ltd,,FALSE,,bcc5209a815fa579942ed3bbf6f9064fd06f0923,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 7PD,London,2 Minster Court,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,audit-exemption-subsidiary,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-09-02,FALSE,2022-09-02,2023-09-16,/company/11550030,/company/11550030/filing-history,/company/11550030/officers,/company/11550030/persons-with-significant-control,United Kingdom,"[{'ceased_on': '2019-12-12', 'effective_from': '2018-09-03', 'name': 'TOWERGATE INSURANCE BROKING HOLDINGS LIMITED'}]",Mincing Lane,/company/11550030/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Towergate (Stoke),['64205'],ARDONAGH ADVISORY HOLDINGS LIMITED,11550030,england-wales,,2018-09-03,ltd,,FALSE,,bcc5209a815fa579942ed3bbf6f9064fd06f0923,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 7PD,London,2 Minster Court,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,audit-exemption-subsidiary,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-09-02,FALSE,2022-09-02,2023-09-16,/company/11550030,/company/11550030/filing-history,/company/11550030/officers,/company/11550030/persons-with-significant-control,United Kingdom,"[{'ceased_on': '2019-12-12', 'effective_from': '2018-09-03', 'name': 'TOWERGATE INSURANCE BROKING HOLDINGS LIMITED'}]",Mincing Lane,/company/11550030/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton Leigh Ltd,['65120'],HAMILTON LEONARD INSURANCE BROKERS LIMITED,SC066751,scotland,2016-06-26,1978-12-29,ltd,active,FALSE,FALSE,499c93b3f2786c12798fe30c7e127e3a8c6d561d,FALSE,active,TRUE,FALSE,FALSE,TRUE,,PA1 1DR,Paisley,53 Moss Street,2024-01-31,2024-10-31,FALSE,2023-02-01,2023-01-31,total-exemption-full,2022-02-01,2023-01-31,2024-10-31,2024-01-31,31,1,FALSE,2023-06-26,FALSE,2022-06-26,2023-07-10,/company/SC066751,/company/SC066751/filing-history,/company/SC066751/officers,/company/SC066751/persons-with-significant-control,Scotland,,,/company/SC066751/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFL Insurance Group Ltd  (Premier),['96090'],MFL INSURANCE GROUP LTD,2817700,england-wales,2016-05-13,1993-05-13,ltd,active,FALSE,FALSE,7e877865cdfba5bd47cb534ea2477f5ae037871c,FALSE,active,TRUE,FALSE,FALSE,TRUE,Lancashire,M1 3DZ,Manchester,Barlow House,2023-03-31,2023-12-31,FALSE,2022-04-01,2022-03-31,small,2021-04-01,2022-03-31,2023-12-31,2023-03-31,31,3,FALSE,2023-05-13,TRUE,2022-05-13,2023-05-27,/company/02817700,/company/02817700/filing-history,/company/02817700/officers,/company/02817700/persons-with-significant-control,,"[{'ceased_on': '2021-03-28', 'effective_from': '1997-03-25', 'name': 'MCPARLAND FINN LIMITED'}, {'effective_from': '1993-07-27', 'ceased_on': '1997-03-25', 'name': 'ALFRED BLACKMORE (NORTH WEST) LIMITED'}, {'name': 'PRECIS (1198) LIMITED', 'ceased_on': '1993-07-27', 'effective_from': '1993-05-13'}]",Minshull Street,/company/02817700/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS Group,"['65120', '65202', '68320']",LITTLENLARGE.COM LIMITED,4934940,england-wales,2015-10-16,2003-10-16,ltd,active,FALSE,FALSE,3b5d4abcbdc85278d1ec762f8a58772342816374,FALSE,active,TRUE,FALSE,FALSE,TRUE,,M33 2GS,Sale,No. 1 Dovecote,2022-04-30,2023-04-30,TRUE,2021-05-01,2021-04-30,small,2020-05-01,2021-04-30,2023-04-30,2022-04-30,30,4,TRUE,2023-12-18,FALSE,2022-12-18,2024-01-01,/company/04934940,/company/04934940/filing-history,/company/04934940/officers,/company/04934940/persons-with-significant-control,England,"[{'name': 'GSS INSURANCE BROKERS LIMITED', 'effective_from': '2009-08-18', 'ceased_on': '2011-12-14'}, {'ceased_on': '2009-08-18', 'effective_from': '2003-11-27', 'name': 'GOLD SEAL INSURANCE & PROPERTY SERVICES LIMITED'}, {'ceased_on': '2003-11-27', 'effective_from': '2003-10-16', 'name': 'GOLD SEAL INSURANCE SERVICES LTD'}]",Old Hall Road,/company/04934940/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Towergate (Taunton),['64205'],ARDONAGH ADVISORY HOLDINGS LIMITED,11550030,england-wales,,2018-09-03,ltd,,FALSE,,bcc5209a815fa579942ed3bbf6f9064fd06f0923,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 7PD,London,2 Minster Court,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,audit-exemption-subsidiary,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-09-02,FALSE,2022-09-02,2023-09-16,/company/11550030,/company/11550030/filing-history,/company/11550030/officers,/company/11550030/persons-with-significant-control,United Kingdom,"[{'ceased_on': '2019-12-12', 'effective_from': '2018-09-03', 'name': 'TOWERGATE INSURANCE BROKING HOLDINGS LIMITED'}]",Mincing Lane,/company/11550030/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Higos Insurance Services Ltd,['65120'],HIGOS INSURANCE SERVICES LIMITED,2667978,england-wales,2015-12-03,1991-12-03,ltd,,FALSE,,3779d4bd4f6e04eb0b3a85094489654429db7fa1,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 7NE,London,7th Floor Corn Exchange,2022-12-31,2023-09-30,FALSE,2022-04-01,2022-03-31,audit-exemption-subsidiary,2021-04-01,2022-03-31,2023-09-30,2022-12-31,31,12,FALSE,2023-12-03,FALSE,2022-12-03,2023-12-17,/company/02667978,/company/02667978/filing-history,/company/02667978/officers,/company/02667978/persons-with-significant-control,England,"[{'ceased_on': '1992-09-09', 'effective_from': '1991-12-03', 'name': 'HIGOS FINANCIAL SERVICES (GLASTONBURY) LIMITED'}]",55 Mark Lane,/company/02667978/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Carroll Private Clients Ltd CANX,['66220'],"THOMAS, CARROLL PRIVATE CLIENTS LIMITED",4072637,england-wales,2015-12-31,2000-09-15,ltd,active,FALSE,FALSE,16ec5e8733fb4fe6958f8696fd1050355d1ce41b,FALSE,active,TRUE,FALSE,FALSE,TRUE,,CF83 1XX,Caerphilly,Pendragon House,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,small,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-12-31,FALSE,2022-12-31,2024-01-14,/company/04072637,/company/04072637/filing-history,/company/04072637/officers,/company/04072637/persons-with-significant-control,,"[{'name': 'THOMAS, CARROLL (PERSONAL BROKERS) LIMITED', 'ceased_on': '2010-10-19', 'effective_from': '2000-09-15'}]",Crescent Road,/company/04072637/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MacDonald Group,['99999'],MACDONALD REID SCOTT INSURANCE BROKERS LIMITED,SC115785,scotland,2011-12-24,1989-01-25,ltd,,FALSE,,dfc1a2421fb0ada0cb89afc9aaf9fe4f1d5fea2c,FALSE,dissolved,FALSE,,,FALSE,,G4 9XA,,23 Eagle Street,,,,,2011-12-31,dormant,,2011-12-31,,,31,12,,,,,,/company/SC115785,/company/SC115785/filing-history,/company/SC115785/officers,,,"[{'effective_from': '1991-01-10', 'name': 'MACDONALD REID SCOTT (HOLDINGS) LIMITED', 'ceased_on': '2002-02-20'}, {'ceased_on': '1991-01-10', 'name': 'COMLAW NO. 193 LIMITED', 'effective_from': '1989-01-25'}]",Glasgow,,,2013-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenwood Moreland Insurance Brokers Ltd t.a Greenwood Moreland (Premier),['65120'],GREENWOOD INSURANCE CONSULTANTS LTD.,SC268105,scotland,2016-05-19,2004-05-19,ltd,active,FALSE,FALSE,90d9f03d83a5b5aabbbc0a9aa38a109f50c466eb,FALSE,active,TRUE,FALSE,FALSE,TRUE,,ML3 6JA,Hamilton,117 Cadzow Street,2023-03-31,2023-12-31,FALSE,2022-04-01,2022-03-31,total-exemption-full,2021-04-01,2022-03-31,2023-12-31,2023-03-31,31,3,FALSE,2024-05-10,FALSE,2023-05-10,2024-05-24,/company/SC268105,/company/SC268105/filing-history,/company/SC268105/officers,/company/SC268105/persons-with-significant-control,Scotland,,,/company/SC268105/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abbey Bond Lovis Ltd,['65120'],ABBEY BOND LOVIS LIMITED,599387,england-wales,2015-06-30,1958-02-24,ltd,,FALSE,FALSE,7cde47fa00f683c96797ec760a2754c6d3cca937,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 7NE,London,7th Floor Corn Exchange,2022-12-31,2023-09-30,FALSE,2022-04-01,2022-03-31,audit-exemption-subsidiary,2021-04-01,2022-03-31,2023-09-30,2022-12-31,31,12,FALSE,2023-06-30,FALSE,2022-06-30,2023-07-14,/company/00599387,/company/00599387/filing-history,/company/00599387/officers,/company/00599387/persons-with-significant-control,England,"[{'ceased_on': '2006-03-07', 'effective_from': '1995-02-24', 'name': 'BOND LOVIS INSURANCE BROKERS LIMITED'}, {'ceased_on': '1995-02-24', 'effective_from': '1958-02-24', 'name': 'CLARKES INSURANCE (GREENGATE) LIMITED'}]",55 Mark Lane,/company/00599387/charges,,,,,,,,,,,,,,,,,,,,,,,,,/company/00599387/registers,,,,,,,,,,
Alan R Mackay & Co Ltd ta Mackay Corporate Insurance Brokers (Brokerbility),"['65120', '65202']",ALAN R. MACKAY & COMPANY LIMITED,SC114821,scotland,2016-04-07,1988-11-29,ltd,active,FALSE,FALSE,98d696d0ec7a81b40e7e3041c4d6079ff3a8f6b0,FALSE,active,FALSE,FALSE,FALSE,TRUE,Ayrshire,KA7 2AY,"38 Miller Road, Ayr",Mackay Corporate,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,total-exemption-full,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-11-29,FALSE,2022-11-29,2023-12-13,/company/SC114821,/company/SC114821/filing-history,/company/SC114821/officers,/company/SC114821/persons-with-significant-control,,"[{'effective_from': '1988-11-29', 'ceased_on': '1988-12-14', 'name': 'INVERATHOLL LIMITED'}]",Insurance Brokers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence Fraser Brokers,['66290'],LAWRENCE FRASER BROKERS LIMITED,8288445,england-wales,2015-11-09,2012-11-09,ltd,,FALSE,,09c9a1b67d5f13c35efa401aa86be20896505030,FALSE,active,FALSE,FALSE,FALSE,TRUE,,EC3R 7NE,London,7th Floor Corn Exchange,2022-12-31,2023-09-30,FALSE,2022-04-01,2022-03-31,dormant,2021-04-01,2022-03-31,2023-09-30,2022-12-31,31,12,FALSE,2023-11-09,FALSE,2022-11-09,2023-11-23,/company/08288445,/company/08288445/filing-history,/company/08288445/officers,/company/08288445/persons-with-significant-control,England,,55 Mark Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R A Cowen & Partners Ltd,['65120'],DAVID ROBERTS & PARTNERS (INSURANCE BROKERS) LIMITED,1329408,england-wales,2015-12-23,1977-09-09,ltd,,FALSE,FALSE,9396e394a843479359eecf1e2aafcd4fc8ddf89f,FALSE,active,TRUE,FALSE,FALSE,TRUE,Merseyside,PR9 9YF,Southport,Chancery House,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,full,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2024-01-02,FALSE,2023-01-02,2024-01-16,/company/01329408,/company/01329408/filing-history,/company/01329408/officers,/company/01329408/persons-with-significant-control,,,Slaidburn Crescent,/company/01329408/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spence (Insurance Services) Ltd,['65120'],SPENCE (INSURANCE SERVICES) LTD.,SC124134,scotland,2016-04-02,1990-04-02,ltd,active,FALSE,FALSE,84e2f14d270dae1d7df9859e8486ac017f7a1747,FALSE,active,TRUE,FALSE,FALSE,TRUE,West Lothian,EH48 2TQ,Bathgate,Unit 2 Wester Inch Business Park,2023-08-31,2024-05-31,FALSE,2022-09-01,2022-08-31,total-exemption-full,2021-09-01,2022-08-31,2024-05-31,2023-08-31,31,8,FALSE,2024-04-16,FALSE,2023-04-16,2024-04-30,/company/SC124134,/company/SC124134/filing-history,/company/SC124134/officers,/company/SC124134/persons-with-significant-control,,,Old Well Court,/company/SC124134/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J Hatty & Co,['65120'],BRIAN JOHNSTON & CO (INSURANCE BROKERS) LIMITED,1997775,england-wales,2016-02-02,1986-03-10,ltd,,FALSE,,7f813fc87881cf1ba523283899bf34a63d5b119d,FALSE,active,FALSE,FALSE,FALSE,TRUE,,RH1 1BL,Surrey,1-3 Linkfield Corner,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,total-exemption-full,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2024-02-02,FALSE,2023-02-02,2024-02-16,/company/01997775,/company/01997775/filing-history,/company/01997775/officers,/company/01997775/persons-with-significant-control,,,Redhill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsh Commercial (Kirkwall),['65120'],MARSH & COMPANY INSURANCE BROKERS LIMITED,3028313,england-wales,2016-03-01,1995-03-02,ltd,active,FALSE,FALSE,525a014af7ce0b11c6035129b4d666076feaa876,FALSE,active,TRUE,FALSE,FALSE,TRUE,,LE1 6XF,Leicester,Lancelot House,2022-08-31,2023-08-31,FALSE,2021-09-01,2021-08-31,total-exemption-full,2020-09-01,2021-08-31,2023-08-31,2022-08-31,31,8,FALSE,2023-07-09,FALSE,2022-07-09,2023-07-23,/company/03028313,/company/03028313/filing-history,/company/03028313/officers,/company/03028313/persons-with-significant-control,,"[{'effective_from': '1995-03-02', 'name': 'MONHURST LIMITED', 'ceased_on': '1995-09-01'}]",1-3 Upper King Street,/company/03028313/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsh Commercial (Oban),['65120'],MARSH & COMPANY INSURANCE BROKERS LIMITED,3028313,england-wales,2016-03-01,1995-03-02,ltd,active,FALSE,FALSE,525a014af7ce0b11c6035129b4d666076feaa876,FALSE,active,TRUE,FALSE,FALSE,TRUE,,LE1 6XF,Leicester,Lancelot House,2022-08-31,2023-08-31,FALSE,2021-09-01,2021-08-31,total-exemption-full,2020-09-01,2021-08-31,2023-08-31,2022-08-31,31,8,FALSE,2023-07-09,FALSE,2022-07-09,2023-07-23,/company/03028313,/company/03028313/filing-history,/company/03028313/officers,/company/03028313/persons-with-significant-control,,"[{'effective_from': '1995-03-02', 'name': 'MONHURST LIMITED', 'ceased_on': '1995-09-01'}]",1-3 Upper King Street,/company/03028313/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsh Commercial (Dundee),['65120'],MARSH & COMPANY INSURANCE BROKERS LIMITED,3028313,england-wales,2016-03-01,1995-03-02,ltd,active,FALSE,FALSE,525a014af7ce0b11c6035129b4d666076feaa876,FALSE,active,TRUE,FALSE,FALSE,TRUE,,LE1 6XF,Leicester,Lancelot House,2022-08-31,2023-08-31,FALSE,2021-09-01,2021-08-31,total-exemption-full,2020-09-01,2021-08-31,2023-08-31,2022-08-31,31,8,FALSE,2023-07-09,FALSE,2022-07-09,2023-07-23,/company/03028313,/company/03028313/filing-history,/company/03028313/officers,/company/03028313/persons-with-significant-control,,"[{'effective_from': '1995-03-02', 'name': 'MONHURST LIMITED', 'ceased_on': '1995-09-01'}]",1-3 Upper King Street,/company/03028313/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Towergate (Leicester),['64205'],ARDONAGH ADVISORY HOLDINGS LIMITED,11550030,england-wales,,2018-09-03,ltd,,FALSE,,bcc5209a815fa579942ed3bbf6f9064fd06f0923,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 7PD,London,2 Minster Court,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,audit-exemption-subsidiary,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-09-02,FALSE,2022-09-02,2023-09-16,/company/11550030,/company/11550030/filing-history,/company/11550030/officers,/company/11550030/persons-with-significant-control,United Kingdom,"[{'ceased_on': '2019-12-12', 'effective_from': '2018-09-03', 'name': 'TOWERGATE INSURANCE BROKING HOLDINGS LIMITED'}]",Mincing Lane,/company/11550030/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cox Mahon Limited,,LOCKTON INSURANCE BROKERS (IRELAND) LIMITED UK BRANCH,BR021299,,,2019-03-06,uk-establishment,,,,286fb49a451c6e24299c7f53121a63149721c0fa,,closed,,,FALSE,FALSE,,EC3A 7AG,London,The St Botolph Building 138 Houndsditch,,,,,,,,,,,,,,,,,,/company/BR021299,,,,,,,,,,,LOCKTON INSURANCE BROKERS (IRELAND) LIMITED,FC036211,Insurance Intermediation,/company/FC036211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten Insurance Services Limited,['65120'],TEN INSURANCE SERVICES LIMITED,5225049,england-wales,2015-10-21,2004-09-08,ltd,active,FALSE,FALSE,281e41497252f1f4e0ce109691854e008b22ea8a,FALSE,active,TRUE,FALSE,FALSE,TRUE,Cheshire,SK1 1TD,Stockport,Lancashire Gate,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,full,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-11-30,FALSE,2022-11-30,2023-12-14,/company/05225049,/company/05225049/filing-history,/company/05225049/officers,/company/05225049/persons-with-significant-control,United Kingdom,"[{'name': 'LIBERTY BROKING SERVICES LIMITED', 'ceased_on': '2004-12-07', 'effective_from': '2004-09-08'}]",21 Tiviot Dale,/company/05225049/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richmond House Insurance Brokers Limited (Hedron Network),['65120'],RICHMOND HOUSE INSURANCE BROKERS LIMITED,1262851,england-wales,2016-03-31,1976-06-14,ltd,,FALSE,FALSE,4ab7b7f643f0eb14b0fc15e1e94e70e4ffec5160,FALSE,active,TRUE,FALSE,FALSE,TRUE,,SG7 6AZ,Baldock,Rear Office Manor House,2023-06-30,2024-03-31,FALSE,2022-07-01,2022-06-30,total-exemption-full,2021-07-01,2022-06-30,2024-03-31,2023-06-30,30,6,FALSE,2024-03-17,FALSE,2023-03-17,2024-03-31,/company/01262851,/company/01262851/filing-history,/company/01262851/officers,/company/01262851/persons-with-significant-control,England,"[{'ceased_on': '2004-02-04', 'effective_from': '1994-03-30', 'name': 'E. P. WARD (INSURANCE BROKERS) LIMITED'}, {'ceased_on': '1994-03-30', 'effective_from': '1989-06-26', 'name': 'GARDNER WARD (INSURANCE BROKERS) LIMITED'}, {'ceased_on': '1989-06-26', 'name': 'E.P.WARD (INSURANCE BROKERS) LIMITED', 'effective_from': '1982-10-05'}, {'effective_from': '1976-12-31', 'name': 'E. P. WARD INSURANCE CONSULTANTS LIMITED', 'ceased_on': '1982-10-05'}, {'name': 'FORESHADE LIMITED', 'effective_from': '1976-06-14', 'ceased_on': '1976-12-31'}]",21 High Street,/company/01262851/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur J Gallagher (UK) Ltd (IOM),['66220'],ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,SC108909,scotland,2016-01-16,1988-01-26,ltd,,FALSE,FALSE,ade3832e1a81f789d9a78dd57975599178e93ce6,FALSE,active,TRUE,FALSE,FALSE,TRUE,Scotland,G2 7AT,Glasgow,Spectrum Building,2023-12-31,2024-09-30,FALSE,2023-01-01,2022-12-31,full,2022-01-01,2022-12-31,2024-09-30,2023-12-31,31,12,FALSE,2024-01-16,FALSE,2023-01-16,2024-01-30,/company/SC108909,/company/SC108909/filing-history,/company/SC108909/officers,/company/SC108909/persons-with-significant-control,Scotland,"[{'effective_from': '1995-08-15', 'name': 'GILES INSURANCE BROKERS LIMITED', 'ceased_on': '2014-05-06'}, {'effective_from': '1988-03-24', 'name': 'GILES INSURANCE SERVICES LIMITED', 'ceased_on': '1995-08-15'}, {'name': 'SKILLPLEDGE LIMITED', 'ceased_on': '1988-03-24', 'effective_from': '1988-01-26'}]",55 Blythswood Street,/company/SC108909/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lloyd & Whyte Ltd,['6603'],LLOYD & WHYTE (SOUTH WEST) LIMITED,5076451,england-wales,2009-03-17,2004-03-17,ltd,,FALSE,,5347ad823832747965c0607bb90c4b3af99548c4,FALSE,dissolved,FALSE,,,FALSE,Somerset,TA2 6AA,Taunton,Affinity House,,,,,2007-12-31,small,,2007-12-31,,,31,12,,,,,,/company/05076451,/company/05076451/filing-history,/company/05076451/officers,,,"[{'effective_from': '2004-03-17', 'name': 'LLOYD & WHYTE (INSURANCE BROKERS) LIMITED', 'ceased_on': '2004-10-25'}]",Bindon Road,,,2010-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
